,Class,ID,Utterance
908,anger,dia210_utt5.wav,because vincent we will lovers ia for two years
909,anger,dia512_utt14.wav,de act as a different fowl
910,anger,dia670_utt7.wav,il met mice what hyou doing youre got to lose your job this is ny you
911,anger,dia780_utt2.wav,
912,anger,dia1022_utt8.wav,you found my bo
913,anger,dia81_utt15.wav,was a las to know would you had a crush on joe y when he was moving i
914,anger,dia328_utt0.wav,and leaving son necaspen
915,anger,dia955_utt3.wav,i saibno
916,anger,dia366_utt2.wav,like e bin binang
917,anger,dia412_utt0.wav,dog jo ar gad badge than give
918,anger,dia206_utt12.wav,strain
919,anger,dia29_utt6.wav,illor we have talked about this
920,anger,dia875_utt6.wav,this is a garden view room and we paid for an ocean vew room
921,anger,dia589_utt7.wav,i lont need do guise to care about me
922,anger,dia596_utt10.wav,you can't leav me with them were we're a tame replied the zell ther get a trouble teami
923,anger,dia418_utt10.wav,can't you figure that i am based on my day tof birth
924,anger,dia720_utt2.wav,
925,anger,dia241_utt3.wav,
926,anger,dia482_utt9.wav,bine but please god tell me how to stande from going off
927,anger,dia317_utt13.wav,when we make plans i expect you to show us
928,anger,dia145_utt12.wav,tpreats me out
929,anger,dia812_utt5.wav,at
930,anger,dia572_utt8.wav,o look at her you sick best
931,anger,dia530_utt6.wav,pa as i now that this is my fae
932,anger,dia295_utt8.wav,wik make i did somethin terrible yew
933,anger,dia1012_utt5.wav,
934,anger,dia459_utt11.wav,a small puff of ear and cin
935,anger,dia483_utt9.wav,ju
936,anger,dia613_utt9.wav,i cannot believe that i could spend the last two days trying o figure out the restpegin it my cover the hal
937,anger,dia969_utt0.wav,that guy is always mooching off our here
938,anger,dia1035_utt5.wav,a howr joly i like you to be my best man
939,anger,dia907_utt5.wav,oneg and why tea dy great punk
940,anger,dia145_utt6.wav,e i might have some kind of life like i've been sitting around your honing for the last two hours
941,anger,dia807_utt1.wav,wy get haw you get at him
942,anger,dia932_utt6.wav,is what af a doing chan wet her
943,anger,dia405_utt3.wav,here
944,anger,dia410_utt2.wav,tescares me please and trying to have a date here
945,anger,dia6_utt9.wav,now faulacy
946,anger,dia670_utt9.wav,hat just the person who meanss to flut the pillows and pay the bills as soon as they come in
947,anger,dia770_utt1.wav,whose clowns are toying to take us for a ride and i'm not a
948,anger,dia69_utt6.wav,you aren't there
949,anger,dia189_utt13.wav,ook i don't have to answer your question ok i'm a big boy i you do whatever i want
950,anger,dia595_utt5.wav,pepont con told ing ust to walk here on there there munc
951,anger,dia963_utt8.wav,ou sprant quit three weeks
952,anger,dia1023_utt6.wav,you can't play bagpikes at the wedding
953,anger,dia483_utt1.wav,rat dam it grat
954,anger,dia10_utt4.wav,but okin does this look like a garbage can to you no
955,anger,dia331_utt0.wav,we all are you
956,anger,dia770_utt11.wav,don't blame me fom hugging to night or who should have lan the nice bell man who had a drag her luggage to ten different rods
957,anger,dia936_utt20.wav,it's all verouknow now it's not over until someone says i do
958,anger,dia634_utt2.wav,grantunill have you know that once i talh him that stuff he called me fun ae rachel
959,anger,dia206_utt14.wav,not making an easier anow
960,anger,dia1036_utt15.wav,lo rmered e shact
961,anger,dia184_utt16.wav,did not tell you that ah the foot of the generalgers
962,anger,dia963_utt4.wav,itl sou'd say no but here
963,anger,dia727_utt6.wav,now you mestit up  you're stupid a
964,anger,dia70_utt5.wav,yet god a take  the canoe
965,anger,dia766_utt5.wav,d
966,anger,dia312_utt1.wav,itoss do you think it's easy for me to see you with somebody else
967,anger,dia887_utt5.wav,having learnt that my friends in fact i a i was married to one of them
968,anger,dia794_utt4.wav,just  fre that's all
969,anger,dia875_utt8.wav,excuse me inikani ton't you over hear for just a second
970,anger,dia755_utt2.wav,ey now that was an accident o hey
971,anger,dia977_utt4.wav,have any other strip or ma friends of her own
972,anger,dia770_utt9.wav,oh i'm sorry am i getting away of all the rooms switching from hm
973,anger,dia475_utt0.wav,can beve a training again so unfai
974,anger,dia30_utt6.wav,i can't get a groff in your own age
975,anger,dia923_utt9.wav,kiculd you just stop talking for the second  yumen
976,anger,dia869_utt13.wav,and he'll be yor here that's
977,anger,dia1026_utt13.wav,i didn't misunderstand ocase she was all over me she touched my bisap for crying out laudi
978,anger,dia831_utt1.wav,is is the first time in my life i'm doing something that i'm actually good at
979,anger,dia626_utt4.wav,no don't thank me thank the jerk that never showed out ho k i got o get to work
980,anger,dia483_utt6.wav,i turned it off mother god i turned it op
981,anger,dia507_utt4.wav,mit a catrol
982,anger,dia617_utt7.wav,olpes of rachel and i living together unprobably
983,anger,dia637_utt8.wav,we sa
984,anger,dia6_utt21.wav,or call it amulance
985,anger,dia704_utt4.wav,iso
986,anger,dia745_utt11.wav,ye surwise it was san a rem  boki it was made   mosa you wutyo his sister was all so crazy knowi
987,anger,dia407_utt6.wav,i know i am ee shute
988,anger,dia747_utt12.wav,what what what woat is it  am i givin out some kind of a sixy professor vine
989,anger,dia836_utt10.wav,i think that's the first time i've ever missed a mea happy my pants are a little loose
990,anger,dia430_utt8.wav,
991,anger,dia383_utt3.wav,stooping closet for box
992,anger,dia202_utt16.wav,bate would you take a log anis mirts
993,anger,dia893_utt9.wav,i won't spit and i watch there af monica's breast
994,anger,dia74_utt5.wav,jason is not as sisy
995,anger,dia6_utt20.wav,o enon
996,anger,dia644_utt7.wav,in my defence it was dark and he was a very pretty goc
997,anger,dia996_utt9.wav,we have my julies
998,anger,dia277_utt3.wav,so stupid i set some stuff in an interview that i really shouldnn a
999,anger,dia123_utt3.wav,cade depenny on the species and aft a by six foot mor
1000,anger,dia231_utt9.wav,i cross i told you i don't
1001,anger,dia109_utt15.wav,no
1002,anger,dia145_utt2.wav,at the hui e
1003,anger,dia486_utt13.wav,i yol be cheerful
1004,anger,dia695_utt5.wav,da fr
1005,anger,dia884_utt13.wav,the joi cath is clearly not fulfilling your emotionar navsn
1006,anger,dia901_utt9.wav,look i'm in to go in here and you don't buy me anything ever
1007,anger,dia698_utt0.wav,oihad you are the one who ended it rememe
1008,anger,dia867_utt3.wav,ban werrned a little trick
1009,anger,dia761_utt8.wav,fine
1010,anger,dia572_utt7.wav,now
1011,anger,dia463_utt1.wav,they delovered to thorol the dress again
1012,anger,dia530_utt5.wav,i jump this picture from your frit
1013,anger,dia905_utt2.wav,shatly we feel kinar responsible
1014,anger,dia528_utt5.wav,yow  i wish we could just not be married for a little betyou know i just wish we could be like o a frag
1015,anger,dia615_utt3.wav,no thin an hor an hour
1016,anger,dia696_utt7.wav,wos she just called and said that she was going to be worked in ways an e case she chips lying to me that's it you know on i's getto o over there and im frunting them right now
1017,anger,dia996_utt11.wav,you understand as is ar witing unto the about
1018,anger,dia632_utt3.wav,you cray
1019,anger,dia49_utt21.wav,whatever
1020,anger,dia173_utt3.wav,w woyou bramis make a fun road trap and we've been on the road for six hours and you've been asleep for five and a half
1021,anger,dia466_utt9.wav,screws me ah that's that's my puck
1022,anger,dia530_utt7.wav,yet itrank bouffen you ere standing right there next to him
1023,anger,dia264_utt7.wav,won't you make her want of your little jokes
1024,anger,dia947_utt4.wav,either etit or be in it a
1025,anger,dia932_utt8.wav,tat heur
1026,anger,dia770_utt14.wav,or supposed too be spending a romantic weaking together i what's the matter with you
1027,anger,dia175_utt5.wav,what is it with you in this holiday
1028,anger,dia448_utt5.wav,ay aunt rachel is my swiater too tight no oh i better wash it and shrink it
1029,anger,dia482_utt7.wav,i do don't he dea of a search worry because the last i might check this was still america
1030,anger,dia895_utt8.wav,
1031,anger,dia182_utt4.wav,compaire a relationsho
1032,anger,dia94_utt6.wav,wai now if you can get all sensitive about it
1033,anger,dia803_utt6.wav,thais nothing to me
1034,anger,dia316_utt5.wav,stop quawlin
1035,anger,dia654_utt3.wav,y will an or you ti me
1036,anger,dia200_utt6.wav,ou know if peton want to talk to us about being angry or maybe we don't talk to him at all
1037,anger,dia572_utt6.wav,bar you lan
1038,anger,dia761_utt5.wav,
1039,anger,dia395_utt6.wav,i want to do it again
1040,anger,dia295_utt11.wav,a well mitorphan theother night was special james a scientist to
1041,anger,dia946_utt7.wav,miticolpical pical
1042,anger,dia188_utt5.wav,did not always hav te ca of tan
1043,anger,dia583_utt1.wav,duck seems to think that monarchy got me garbage  i can guet monica it's as good as garbage
1044,anger,dia163_utt9.wav,he is against marriage and always will be
1045,anger,dia15_utt0.wav,this is my wife fancy but get out
1046,anger,dia634_utt3.wav,and i loved big fun every chalto
1047,anger,dia256_utt13.wav,down
1048,anger,dia592_utt9.wav,the obviously whet crazy
1049,anger,dia272_utt8.wav,know now you need your slave niht nigh
1050,anger,dia743_utt0.wav,just count in our heads as good madlips
1051,anger,dia145_utt13.wav,i feel like i can't do ster
1052,anger,dia693_utt4.wav,your frades are otty here bell
1053,anger,dia700_utt4.wav,
1054,anger,dia876_utt0.wav,are you kity me  joy i joy joy joy jo joyjoy joy jo
1055,anger,dia32_utt12.wav,you have to tell her it's your mortal obligation as a friend as a woman i think it's a feminist as she guise guise
1056,anger,dia661_utt7.wav,also forget about the birds but big red insects suggest fine die
1057,anger,dia17_utt0.wav,look at i shut ut blind i recteh i'm in abashes annyway
1058,anger,dia648_utt1.wav,minute johe throws his sticks in the air and i have to hear oh my eye o god my eye
1059,anger,dia50_utt13.wav,sittin opo believe its c
1060,anger,dia596_utt21.wav,by which forcar
1061,anger,dia1017_utt7.wav,hes what gn to doing with the cot have it the whole animal rights thing
1062,anger,dia168_utt11.wav,rast mam as yel i do all
1063,anger,dia794_utt8.wav,all right atela ho on pugga face
1064,anger,dia960_utt6.wav,hago i'm proud of that sauce as toolish
1065,anger,dia332_utt12.wav,ma
1066,anger,dia1035_utt2.wav,i cared beleef you not tickan me
1067,anger,dia869_utt3.wav,instead of hitting on her right away he's becoming her comfidan
1068,anger,dia615_utt10.wav,ros whit is overpronouncing every single
1069,anger,dia650_utt0.wav,believe what a jerk cross was maing
1070,anger,dia173_utt6.wav,and until then you are going to sing to me because the radio is broken and you are selfish but have a nice vorce
1071,anger,dia354_utt14.wav,it's terrible  i know
1072,anger,dia918_utt7.wav,sho tat draems because of yer
1073,anger,dia637_utt3.wav,way i would eager to do i
1074,anger,dia679_utt15.wav,i think our lover spaffll start a little early this month
1075,anger,dia15_utt17.wav,slave the s
1076,anger,dia15_utt16.wav,cat gentlemen
1077,anger,dia1017_utt8.wav,well i've been read enough and for your information minks are not very nice
1078,anger,dia770_utt13.wav,do not speak ill of the death
1079,anger,dia367_utt0.wav,you went
1080,anger,dia315_utt4.wav,di jo say his wone about er cater is
1081,anger,dia794_utt1.wav,whole honor
1082,anger,dia182_utt8.wav,l caars as is te meaning thing
1083,anger,dia508_utt20.wav,
1084,anger,dia809_utt10.wav,oes
1085,anger,dia543_utt0.wav,y
1086,anger,dia607_utt2.wav,i have had it with you guise and yo cancer in your emphysem and your heart disease
1087,anger,dia918_utt5.wav,this name has been holding me back my entire life
1088,anger,dia248_utt1.wav,
1089,anger,dia716_utt2.wav,fine
1090,anger,dia298_utt5.wav,kings do
1091,anger,dia1019_utt10.wav,tik at the table this is like this are on shaking it down everybody onto tecra conda homali
1092,anger,dia1018_utt4.wav,i don't care about your dad i care about mona she was there and now she's totally fre
1093,anger,dia760_utt4.wav,o that shat go i'm sorry he tow
1094,anger,dia404_utt7.wav,o forget about it o key look
1095,anger,dia621_utt3.wav,their having their baby
1096,anger,dia912_utt3.wav,wht is you trying to kill me
1097,anger,dia148_utt2.wav,what rule  there's no rule if anything you owe me at take
1098,anger,dia672_utt12.wav,cannot b neither desor it doesn't and if you have to even think mor a
1099,anger,dia374_utt13.wav,av every staff
1100,anger,dia903_utt2.wav,etoll the groun
1101,anger,dia81_utt14.wav,i was  lan on  ater now when jaller goti by the peacock at the zoup
1102,anger,dia153_utt11.wav,e say the ilbow
1103,anger,dia495_utt2.wav,you are way too young to asen at
1104,anger,dia897_utt0.wav,jus we have to tell her oh it's made her so happy
1105,anger,dia351_utt0.wav,song gone hin explaining yourself geller first you get my rachel bregnan you got rachel pray
1106,anger,dia228_utt7.wav,now e
1107,anger,dia1013_utt1.wav,otas can have to wait are they by only add two ands
1108,anger,dia892_utt10.wav,never that gu that give me a bad reviete well i'm getting my revenge
1109,sad,dia957_utt0.wav,that's over
1110,sad,dia983_utt4.wav,my god i can have to find another master
1111,sad,dia916_utt13.wav,t aside so im so wear
1112,sad,dia152_utt10.wav,i'm so sorry
1113,sad,dia477_utt6.wav,too bad
1114,sad,dia593_utt8.wav,ormy just nice
1115,sad,dia149_utt0.wav,oh no  have to go oh i have a moustage appointment
1116,sad,dia871_utt1.wav,aconchant was funny he sophisticated and e's very lovable
1117,sad,dia792_utt17.wav,how can i accept now i can never kiss
1118,sad,dia921_utt9.wav,things for the best smelled dislike ra i saido e
1119,sad,dia954_utt4.wav,i bet itnot o been activ he i get atti ou thethere's no picnic her's tim's of rejection no stability
1120,sad,dia156_utt0.wav,but for ho i feel like tad about i wit you out sor so i call the father and asked him to me in yers you could tell him gop
1121,sad,dia853_utt2.wav,but  i'm really sorry i like golden height
1122,sad,dia255_utt9.wav,sorry
1123,sad,dia446_utt17.wav,either they're too old or they're too young and en there's peduses s crazy about memis absolutely perfect and there's like zip going on
1124,sad,dia1007_utt1.wav,or i lost
1125,sad,dia150_utt3.wav,youis is actual ith he great carfor you
1126,sad,dia474_utt7.wav,we wanted to throw your big surprise and a great shower and now you don't have either
1127,sad,dia538_utt1.wav,ow what bottery boar
1128,sad,dia49_utt12.wav,i couldn't do it
1129,sad,dia1010_utt5.wav,ma en you go away as you have to play it like the law
1130,sad,dia593_utt7.wav,as is my call
1131,sad,dia892_utt16.wav,the front page you really do live in your own little world dant
1132,sad,dia185_utt5.wav,we were walking by this antique store and i saw his pit an the window and i told him that it was just like what my grandmother had when i was little girl
1133,sad,dia320_utt6.wav,you should be with me
1134,sad,dia94_utt7.wav,i dont lose you
1135,sad,dia400_utt8.wav,ah i just liked it better fore it was better
1136,sad,dia126_utt9.wav,i'm so sorry
1137,sad,dia302_utt1.wav,plays hight now
1138,sad,dia856_utt2.wav,still setting ye
1139,sad,dia287_utt1.wav,oh lag wishel clout to night
1140,sad,dia146_utt9.wav,i can't
1141,sad,dia160_utt8.wav,coman smeetly you've had to work late every night for the parents two weeks what is it this time actually it's cat of my faulter i hae quit
1142,sad,dia949_utt0.wav,solt born stupid grainly we can't do anything
1143,sad,dia355_utt0.wav,s
1144,sad,dia953_utt11.wav,acsi sha o
1145,sad,dia524_utt2.wav,well i i thought a lot about what you said aunt am i realized ji ma now was a little judgmental
1146,sad,dia874_utt4.wav,and thit its time to give up the bag
1147,sad,dia918_utt8.wav,o not your bay
1148,sad,dia66_utt11.wav,bat i'm too sad
1149,sad,dia152_utt9.wav,very i'm sorry
1150,sad,dia848_utt4.wav,o my god rou sno hang up the foe givmig the forerod i the bon wi the bongeo te
1151,sad,dia990_utt6.wav,and i wash figured when the rightwl comes along  be able to be a stand up guying or the distance you know
1152,sad,dia293_utt10.wav,ye that's why i'm sleipping with him on the side
1153,sad,dia585_utt1.wav,even fi know
1154,sad,dia767_utt3.wav,i'm sorry that's all the time we have
1155,sad,dia754_utt0.wav,i took me twenty eight years to find one man that i waunt to spend my life if i have to wait another twenty eight years then i'll be fifty six before i can have a
1156,sad,dia356_utt0.wav,ey like a maid a mak can down an  i dohi mory wwould i get froated four in the more
1157,sad,dia358_utt3.wav,now nowist is my too
1158,sad,dia398_utt8.wav,i here's the pig
1159,sad,dia249_utt6.wav,i mind it means that much to you but is this cing to be  ton left over
1160,sad,dia109_utt8.wav,buff and yon't makes it s much worse rossis all happiest notn
1161,sad,dia54_utt14.wav,joby i can't stand the thought of having his baby with you mad of me
1162,sad,dia564_utt9.wav,i'll i the do is paid twenty five dollars and wait in line for three hours
1163,sad,dia184_utt6.wav,ah r al sury ye can't makein to that one woman sharl igh
1164,sad,dia446_utt15.wav,something wrong with me
1165,sad,dia532_utt8.wav,sin you cursa killi me
1166,sad,dia973_utt13.wav,toly over me a bet he's fine
1167,sad,dia291_utt0.wav,wi a matie would you a the like te like
1168,sad,dia921_utt8.wav,i guess this is it
1169,sad,dia310_utt3.wav,he rach i may polly yourstuff on the side of the room if you be just out throw your purses attit
1170,sad,dia977_utt0.wav,a no
1171,sad,dia87_utt2.wav,still hurt
1172,sad,dia750_utt4.wav,not smoking
1173,sad,dia996_utt20.wav,tat we go right stop and we play to e
1174,sad,dia356_utt6.wav,oretis a broken
1175,sad,dia182_utt2.wav,ni'm sorry
1176,sad,dia6_utt14.wav,dical
1177,sad,dia204_utt13.wav,and i i take te a dead flowers ad on the box ga o sometimes our turl as we put the little chop with blobbies on the cookies well you manta to tell us about the blobby
1178,sad,dia901_utt14.wav,not down o the mattress kin showroom adand i saw janas kissing her next husband
1179,sad,dia175_utt7.wav,oy
1180,sad,dia359_utt3.wav,it was dreadful i felt terrible about  how i acted when you said those wonderful things
1181,sad,dia874_utt11.wav,ceppin it a mer ter
1182,sad,dia310_utt6.wav,eyare you out of a job no but they stup me in personal shopping just us a coage step down
1183,sad,dia15_utt9.wav,i guess
1184,sad,dia632_utt17.wav,nono i don't it you be a dear well tell him
1185,sad,dia129_utt1.wav,i am had epuina e a but lay der not both your house in so
1186,sad,dia463_utt3.wav,i can't seem to sake a by
1187,sad,dia992_utt10.wav,same it bievs o so
1188,sad,dia362_utt5.wav,doctor you do something i get got to get be drugs ir you got a light light of fire up and there just spoken outactually and think you're ready to go to the delivery room
1189,sad,dia301_utt16.wav,and i hope berry doesn't kill you and aite you ana ruve
1190,sad,dia1001_utt4.wav,if it's not you thi's a horrible story
1191,sad,dia953_utt7.wav,a a cy gare when to kill in i thought we were just get a campshire anm in he know set him free in the countryside where he could man e made he know friendly possum and a wise cracking owl
1192,sad,dia949_utt6.wav,es me farmer says sa tou i don't win
1193,sad,dia667_utt2.wav,wa something old
1194,sad,dia15_utt3.wav,well jina look out
1195,sad,dia893_utt2.wav,wor never i find anybody
1196,sad,dia219_utt8.wav,ieveryally don't want channce to fra
1197,sad,dia385_utt2.wav,ow great
1198,sad,dia816_utt2.wav,i understand i'm so sorry a gao
1199,sad,dia964_utt15.wav,sid
1200,sad,dia410_utt10.wav,aihao
1201,sad,dia872_utt0.wav,whit tat rachel gid to her alie he rantom a casom a glen in the loct wa
1202,sad,dia568_utt4.wav,by iy by chander i miss you onray
1203,sad,dia531_utt11.wav,obviously i screwed out
1204,sad,dia533_utt2.wav,concer yi will bes conse
1205,sad,dia449_utt9.wav,and  wish we could work it out roswell we can
1206,sad,dia593_utt6.wav,is it something i'm putting out there
1207,sad,dia654_utt4.wav,a monicat's or valentine stay please please pe please
1208,sad,dia320_utt13.wav,i i know you py don't i go out with me you know then make too many jokes and i've never been a serious relationship and i guess i'm not technically a doctor
1209,sad,dia418_utt18.wav,well if you must know i ne widowi
1210,sad,dia939_utt8.wav,i like to think it myself as the plendit master of the rut
1211,sad,dia511_utt0.wav,fer i bros i cannot do this
1212,sad,dia865_utt4.wav,stops like blood to strange
1213,sad,dia371_utt11.wav,why u i fingured you would a picke a bond
1214,sad,dia474_utt9.wav,
1215,sad,dia360_utt1.wav,ye i no it's my birthday we all should be here
1216,sad,dia431_utt17.wav,i jus trying to bring a little culture to the group
1217,sad,dia1036_utt8.wav,with hag o
1218,sad,dia279_utt1.wav,theys ther really be things they were like barsly true
1219,sad,dia614_utt19.wav,my late husband gave me that mirder exoi'm not getting
1220,sad,dia1024_utt15.wav,kin o sorry  so close so but touht it u y
1221,sad,dia273_utt4.wav,apapercup
1222,sad,dia292_utt4.wav,i got to kill myself
1223,sad,dia792_utt13.wav,so what about us everything we feel for eature
1224,sad,dia634_utt5.wav,look edith have any brothers or sisters some is can have to teach him the stuff
1225,sad,dia26_utt11.wav,ia skinhande cannol weird yeis
1226,sad,dia256_utt0.wav,that's right still now maybe you woe la to make swirl
1227,sad,dia904_utt3.wav,i've had seven pretty serio shocks
1228,sad,dia1009_utt7.wav,you know n nol that's not what we ordered we ordered a factorye cress with edeg
1229,sad,dia455_utt11.wav,god am when you and a ross for start going out it was really hard for me am
1230,sad,dia574_utt19.wav,who're so stupid ito now it's going on and there that tryn a take je
1231,sad,dia964_utt8.wav,
1232,sad,dia989_utt2.wav,she could be at a town maybe shell be gone for months
1233,sad,dia158_utt6.wav,could not take you
1234,sad,dia372_utt3.wav,itsi made its napping i'm fine
1235,sad,dia246_utt1.wav,oh good you're here and i was worried that it was going to be uncomfortable
1236,sad,dia192_utt0.wav,well the old lady died
1237,sad,dia945_utt4.wav,r sorroy
1238,sad,dia366_utt7.wav,y entering the eye   aa o is hat a worset break out in the history of the world
1239,sad,dia750_utt3.wav,hiw be here
1240,sad,dia676_utt9.wav,you have no idea what a nightmare in this has been and this is shel har
1241,sad,dia632_utt11.wav,i dont y do this alon any such a sweet eyeand he loves me so much
1242,sad,dia506_utt0.wav,got to be waybe to worcast this hoae
1243,sad,dia1030_utt3.wav,i'm sorry i do that
1244,sad,dia818_utt6.wav,sistip once at ring a guy hown they actually li
1245,sad,dia816_utt1.wav,oh my god i understand i'm so sorry
1246,sad,dia774_utt1.wav,that was ten locks from here and the woman was walking alone at night i would never do that
1247,sad,dia426_utt7.wav,im sorry i thought i could do it i can't yono
1248,sad,dia1007_utt2.wav,little girl alone to uniform tore nineteen year old sister who went down to the euas as nimits and sold of a two thousand boxes
1249,sad,dia921_utt7.wav,at no it's not ow don't a alose you it's it's like i'v a sana ursla when i was making love to her and i thought she was you not istoward
1250,sad,dia1019_utt7.wav,is this because of the bereed o thing
1251,sad,dia434_utt0.wav,es somstouf on the wole day enning
1252,sad,dia632_utt16.wav,the question is do you really want marry joy
1253,sad,dia936_utt15.wav,te
1254,sad,dia852_utt4.wav,it on't drink u that's right i don't but i was i was drunk on you
1255,sad,dia54_utt8.wav,tes you my baby's sister
1256,sad,dia474_utt8.wav,a ruined everything
1257,sad,dia15_utt5.wav,but which is ourso different i meany during your speech you get laughing at home or rectise by no bowes to
1258,sad,dia450_utt7.wav,o sa what all you should get that anyway  for clubbing room
1259,sad,dia806_utt8.wav,tag is not the father and joy knows now
1260,sad,dia323_utt0.wav,jus look at now never anto find a boitrin aganwhere die an old maid
1261,sad,dia555_utt0.wav,rats wait
1262,sad,dia992_utt15.wav,sorry
1263,sad,dia797_utt11.wav,wat like t indo without you
1264,sad,dia717_utt9.wav,second date that's withot
1265,sad,dia530_utt17.wav,ou
1266,sad,dia921_utt5.wav,ok na
1267,sad,dia216_utt0.wav,won  if you get married and bagus you're only married and bacus whenty shall  non if you get married n bagus you're married every
1268,sad,dia404_utt4.wav,a o because i yea haven't really paid the bill
1269,sad,dia506_utt8.wav,it's just changed everything
1270,sad,dia132_utt8.wav,ayana anater
1271,sad,dia425_utt2.wav,you know an that you'll have to come back here and live all ome
1272,sad,dia441_utt1.wav,iam so sorry i spilled bin hollo gashir
1273,sad,dia797_utt13.wav,those gin to take it into big out the circut
1274,sad,dia959_utt1.wav,anyway she didn't want to stay
1275,sad,dia996_utt6.wav,i realize that people acn of be disgreet n so n by we it wit
1276,sad,dia273_utt2.wav,so far
1277,sad,dia525_utt3.wav,obles their having said
1278,sad,dia736_utt4.wav,set st to the candy bar
1279,sad,dia219_utt6.wav,len n that's my worse thanksgiving
1280,sad,dia426_utt1.wav,iwas i i i'm sorry about that whole thing which roger
1281,sad,dia337_utt15.wav,no sman what
1282,sad,dia961_utt10.wav,really i am the istay and read my book that is won to be along i an so do ont account
1283,sad,dia306_utt2.wav,so rachel and i broke up
1284,sad,dia219_utt10.wav,nont for me anyway
1285,sad,dia594_utt2.wav,
1286,sad,dia476_utt4.wav,tow you read to it work eit is in a fire
1287,sad,dia844_utt5.wav,i look around this cafateria you tile at isy ice  icy division
1288,sad,dia848_utt8.wav,would wr you
1289,sad,dia398_utt6.wav,ut at so sorry o be to i son
1290,sad,dia175_utt9.wav,and this is the moment my parents choose to tell me ther getting divorce
1291,sad,dia434_utt2.wav,sissus harrd
1292,sad,dia716_utt1.wav,afti i can't help you
1293,sad,dia213_utt4.wav,no
1294,sad,dia545_utt1.wav,oh i'm sorry oh i just i thought we could han and lived and then add some peas and onions
1295,sad,dia486_utt15.wav,well its si on to go get a job oment a o se my ancients
1296,sad,dia379_utt7.wav,ah the feshmar
1297,sad,dia506_utt7.wav,god and now i just pit a picturing with her in it doesn't matter what you say or what you do
1298,sad,dia1027_utt1.wav,well i door they have some bad news to night come in
1299,sad,dia541_utt4.wav,girl our sex life it's just now
1300,sad,dia119_utt6.wav,because it's impossible to find her apartment sho isin like some pot girl parallel universe so
1301,sad,dia404_utt8.wav,i know old thingshas been a little tight since jennie molved out god was she
1302,sad,dia950_utt1.wav,we you heard about your hands am so sorry
1303,sad,dia660_utt6.wav,thou's a prety t of you
1304,sad,dia804_utt4.wav,sorry i didn't ie to come in here o
1305,sad,dia841_utt9.wav,so the people that knew about our wedding before me were you phoebe and rachel hildee and apparently some band called starligket magic
1306,sad,dia740_utt0.wav,i shall understand right it someting a dit on purpose
1307,sad,dia585_utt10.wav,quie quite qute quite quite quit wy stuck in the pot pla
1308,sad,dia36_utt4.wav,ot a baben
1309,sad,dia964_utt10.wav,is it tis happened when my grandfathe
1310,sad,dia336_utt11.wav,
1311,sad,dia556_utt2.wav,wor ca me stand if you came by the het man deserved
1312,sad,dia558_utt8.wav,dn't you telling him i want tod to have a playing and me putting out on the first tanaways so gettng at the roedia
1313,sad,dia935_utt7.wav,proply up in r
1314,sad,dia434_utt1.wav,when wos sing and my life would suddenly cosletely differ
1315,sad,dia940_utt0.wav,oo sai fortunate
1316,sad,dia218_utt6.wav,don't you wear a white coat i wer a blue blazer that wewe can't be friends at work and so be it n and
1317,sad,dia331_utt4.wav,as all i ever get to do now as fragment stuff it jscuns be out
1318,sad,dia953_utt20.wav,o my god we killed ba an you
1319,sad,dia372_utt6.wav,nthat thosthey downt tos
1320,sad,dia1027_utt3.wav,no she just die to day an it were having a memorial service to morrow
1321,sad,dia585_utt6.wav,ferious kind
1322,sad,dia958_utt0.wav,i a ion  an dary a toti
1323,sad,dia307_utt2.wav,it had fantasies about him
1324,sad,dia237_utt9.wav,sye ye la y friend phobe sois
1325,sad,dia129_utt2.wav,by the way he' done me to night as rid my mu or
1326,sad,dia312_utt12.wav,los i still can't forgive you for what you did n dispet some gentlemam with you i just i feel s
1327,sad,dia988_utt4.wav,and then maybe dheirgenahave to leave the city to be nearavolvo dealership
1328,sad,dia1030_utt4.wav,u tin keep it oser did you you tell any one about us
1329,sad,dia201_utt4.wav,so i'm sorry i just don't think we should go away together ye
1330,sad,dia199_utt0.wav,rachel were sorry for pushing those guies on him all
1331,sad,dia316_utt2.wav,its me i know you can't stand me in the same room as meso i just thought i'd tryin to pologize over the phone and long
1332,sad,dia226_utt17.wav,i want go talk to a friend
1333,sad,dia51_utt1.wav,ilook i'm about what happened earlier oer
1334,sad,dia265_utt4.wav,us go on to happier things a ka a woucdh tell me about your lovely wedding
1335,sad,dia262_utt3.wav,jeanos repli jes
1336,sad,dia803_utt1.wav,o way no shad i do i
1337,sad,dia496_utt2.wav,i'm sorry i always slipped in the back when we drove up h
1338,sad,dia214_utt2.wav,david that i was in love with david who went to rusha and wroke my heart david o my god
1339,sad,dia82_utt4.wav,would hevena do when he finds that he wasn't even asked
1340,sad,dia667_utt8.wav,st
1341,sad,dia546_utt14.wav,very appearines that at irso olie man pardne
1342,sad,dia722_utt6.wav,no i would never do thatyouyou like my brother
1343,sad,dia817_utt10.wav,she leves you
1344,sad,dia816_utt0.wav,i mean i realize that its feelings may never completely go away
1345,sad,dia594_utt0.wav,deretly
1346,sad,dia132_utt2.wav,well ras a
1347,sad,dia936_utt12.wav,i love you too rage forget atot memberi chuld be
1348,sad,dia835_utt0.wav,le goin to tell you i i'm sorry you lost
